Building Type,Main Function,Building Size,EUI2020,EUI Quartile/ Energy Ranking2020,EUI2021 ,EUI Quartile/ Energy Ranking 2021,EUI2022 ,EUI Quartile/ Energy Ranking 2022,TOP/CSC Year,Award (Green/Non-Green),Green Mark Version,GFA,AC Area,AC Area Percentage,No. Of Hotel Room,AC Type,Age  of Chiller,Aircon system efficiency (kW/RT)
Commercial Building,Office,Small,208.59,N/A,0,N/A,0,N/A,2014,Gold,Existing Building for Non-Residential buildings (version 3),"5,345",0,0%,0,N/A,4,0
Commercial Building,Office,Large,2.34,N/A,0,N/A,0,N/A,1978,N/A,N/A,"4,17,496",0,0%,0,N/A,7,0
Commercial Building,Retail,Large,442.79,N/A,0,N/A,0,N/A,1999,Platinum,Existing Building for Non-Residential buildings (version 2.1),"58,450",0,0%,0,N/A,8,0
Commercial Building,Office,Large,68.57,N/A,0,N/A,0,N/A,2005,N/A,N/A,"24,707",0,0%,0,N/A,12,0
Commercial Building,Office,Small,220.19,N/A,0,N/A,0,N/A,1999,N/A,N/A,"2,295",0,0%,0,N/A,2,0
Commercial Building,Office,Small,129.97,N/A,0,N/A,0,N/A,1995,N/A,N/A,"10,943",0,0%,0,N/A,27,0
Commercial Building,Retail,Large,426.19,N/A,0,N/A,0,N/A,1998,Gold,Existing Building for Non-Residential buildings (version 3),"24,182",0,0%,0,N/A,8,0
Commercial Building,Office,Small,151.12,N/A,0,N/A,0,N/A,1992,N/A,N/A,"5,000",0,0%,0,N/A,4,0
Commercial Building,Office,Small,173.09,N/A,0,N/A,0,N/A,1996,N/A,N/A,"10,580",0,0%,0,N/A,4,0
Commercial Building,Office,Large,107.02,N/A,0,N/A,0,N/A,1978,N/A,N/A,"15,590",0,0%,0,N/A,32,0
Commercial Building,Retail,Small,274.9,N/A,0,N/A,0,N/A,2014,Gold,New Building for Non-Residential buildings (version 3),"9,333",0,0%,0,N/A,7,0
Commercial Building,Office,Small,66.83,N/A,0,N/A,0,N/A,2013,N/A,N/A,"11,735",0,0%,0,N/A,0,0
Commercial Building,Office,Small,131.89,N/A,0,N/A,0,N/A,2009,N/A,N/A,"5,274",0,0%,0,N/A,10,0
Commercial Building,Office,Large,125.4,N/A,0,N/A,0,N/A,2002,Platinum,Existing Non-Residental Buildings ENRB: 2017,"41,840",0,0%,0,N/A,4,0
Commercial Building,Office,Large,215.47,N/A,0,N/A,0,N/A,2016,Platinum,New Building for Non-Residential buildings (version 4.1),"1,20,268",0,0%,0,N/A,4,0
Commercial Building,Office,Large,103.67,N/A,0,N/A,0,N/A,2017,GoldPlus,Existing Building for Non-Residential buildings (version 3),"21,678",0,0%,0,N/A,2,0
Commercial Building,Retail,Small,458.86,N/A,0,N/A,0,N/A,2011,N/A,N/A,"10,967",0,0%,0,N/A,9,0
Commercial Building,Retail,Small,735.41,N/A,0,N/A,0,N/A,2010,N/A,N/A,"5,312",0,0%,0,N/A,8,0
Commercial Building,Office,Large,217.8,N/A,0,N/A,0,N/A,2008,N/A,N/A,"29,812",0,0%,0,N/A,12,0
Commercial Building,Office,Small,141.97,N/A,0,N/A,0,N/A,2018,N/A,N/A,"11,658",0,0%,0,N/A,1,0
Commercial Building,Hotel,Small,179.93,N/A,0,N/A,0,N/A,1993,Platinum,Existing Building for Non-Residential buildings (version 3),"11,426",0,0%,0,N/A,6,0
Commercial Building,Retail,Small,215.03,N/A,0,N/A,0,N/A,1992,Gold,Existing Building for Non-Residential buildings (version 3),"5,907",0,0%,0,N/A,22,0
Commercial Building,Hotel,Large,175.53,N/A,0,N/A,0,N/A,2004,N/A,N/A,"22,826",0,0%,0,N/A,12,0
Commercial Building,Hotel,Large,199.28,N/A,0,N/A,0,N/A,2013,Legislated,N/A,"22,540",0,0%,0,N/A,3,0
Commercial Building,Retail,Large,571.17,N/A,0,N/A,0,N/A,1998,N/A,N/A,"18,396",0,0%,0,N/A,1,0
Commercial Building,Office,Large,343.4,N/A,0,N/A,0,N/A,1997,N/A,N/A,"37,819",0,0%,0,N/A,4,0
Commercial Building,Office,Small,95.91,N/A,0,N/A,0,N/A,1973,N/A,N/A,"7,428",0,0%,0,N/A,8,0
Commercial Building,Office,Large,53.6,N/A,0,N/A,0,N/A,2000,Platinum,Existing Building for Non-Residential buildings (version 3),"20,613",0,0%,0,N/A,7,0
Commercial Building,Retail,Small,79.08,N/A,0,N/A,0,N/A,1985,N/A,N/A,"5,555",0,0%,0,N/A,1,0
Commercial Building,Retail,Small,244.26,N/A,0,N/A,0,N/A,2018,N/A,N/A,"5,300",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,529.9,N/A,0,N/A,0,N/A,2015,GoldPlus,New Building for Non-Residential buildings (version 4.1),"50,399",0,0%,0,N/A,4,0
Commercial Building,Office,Large,89.91,N/A,0,N/A,0,N/A,2019,Platinum,New Building for Non-Residential buildings (version 4.1),"21,595",0,0%,0,N/A,1,0
Commercial Building,Retail,Large,546.18,N/A,0,N/A,0,N/A,1997,GoldPlus,Existing Building for Non-Residential buildings (version 3),"22,998",0,0%,0,N/A,3,0
Commercial Building,Hotel,Large,197.67,N/A,0,N/A,0,N/A,2008,Certified,New Building for A/C buildings (version 2),"41,099",0,0%,0,N/A,11,0
Commercial Building,Office,Large,106.45,N/A,0,N/A,0,N/A,1995,Platinum,Existing Building for Non-Residential buildings (version 3),"24,895",0,0%,0,N/A,6,0
Commercial Building,Mixed Development,Small,336.91,N/A,0,N/A,0,N/A,1970,N/A,N/A,"7,900",0,0%,0,N/A,6,0
Commercial Building,Retail,Large,439.37,N/A,0,N/A,0,N/A,2002,Platinum,Existing Non-Residental Buildings ENRB: 2017,"51,095",0,0%,0,N/A,6,0
Commercial Building,Hotel,Small,377.76,N/A,0,N/A,0,N/A,2017,Legislated,N/A,"14,284",0,0%,0,N/A,1,0
Commercial Building,Office,Small,122.18,N/A,0,N/A,0,N/A,1980,N/A,N/A,"5,976",0,0%,0,N/A,10,0
Commercial Building,Office,Large,138.01,N/A,0,N/A,0,N/A,1959,N/A,N/A,"22,975",0,0%,0,N/A,3,0
Commercial Building,Hotel,Large,822.63,N/A,0,N/A,0,N/A,1985,Gold,Existing Building for Non-Residential buildings (version 3),"5,809",0,0%,0,N/A,0,0
Commercial Building,Hotel,Small,140.64,N/A,0,N/A,0,N/A,1980,N/A,N/A,"8,211",0,0%,0,N/A,4,0
Commercial Building,Office,Large,196.2,N/A,0,N/A,0,N/A,2000,N/A,N/A,"15,740",0,0%,0,N/A,16,0
Commercial Building,Hotel,Small,124.61,N/A,0,N/A,0,N/A,2020,N/A,N/A,317,0,0%,0,N/A,5,0
Commercial Building,Hotel,Large,215.39,N/A,0,N/A,0,N/A,2017,N/A,N/A,"29,553",0,0%,0,N/A,3,0
Commercial Building,Office,Small,64.55,N/A,0,N/A,0,N/A,2017,N/A,N/A,"5,594",0,0%,0,N/A,1,0
Commercial Building,Office,Large,384.92,N/A,0,N/A,0,N/A,1998,Gold,Existing Non-Residental Buildings ENRB: 2017,"26,417",0,0%,0,N/A,2,0
Commercial Building,Hotel,Large,159.57,N/A,0,N/A,0,N/A,1997,Platinum,Existing Building for Non-Residential buildings (version 3),"38,054",0,0%,0,N/A,5,0
Commercial Building,Retail,Large,408.6,N/A,0,N/A,0,N/A,2011,GoldPlus,New Building for Non-Residential buildings (version 3),"28,463",0,0%,0,N/A,0,0
Commercial Building,Office,Large,212.22,N/A,0,N/A,0,N/A,1999,Platinum,Existing Building for Non-Residential buildings (version 3),"38,325",0,0%,0,N/A,5,0
Commercial Building,Hotel,Small,357.94,N/A,0,N/A,0,N/A,2010,Gold,Existing Building for Non-Residential buildings (version 3),"8,259",0,0%,0,N/A,8,0
Commercial Building,Hotel,Small,202.07,N/A,0,N/A,0,N/A,2020,N/A,N/A,"35,642",0,0%,0,N/A,1,0
Commercial Building,Office,Large,105.46,N/A,0,N/A,0,N/A,2017,Platinum,New Building for Non-Residential buildings (version 4),"2,45,054",0,0%,0,N/A,11,0
Commercial Building,Office,Small,74.1,N/A,0,N/A,0,N/A,2002,N/A,N/A,"1,791",0,0%,0,N/A,15,0
Commercial Building,Office,Large,204.29,N/A,0,N/A,0,N/A,2003,Gold,Existing Non-Residental Buildings ENRB: 2017,"35,533",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,292.09,N/A,0,N/A,0,N/A,1983,GoldPlus,Existing Building for Non-Residential buildings (version 3),"40,749",0,0%,0,N/A,6,0
Commercial Building,Hotel,Large,335.27,N/A,0,N/A,0,N/A,2012,Platinum,New Building for Non-Residential buildings (version 3),"23,800",0,0%,0,N/A,8,0
Commercial Building,Retail,Large,604.25,N/A,0,N/A,0,N/A,2009,N/A,N/A,"29,595",0,0%,0,N/A,10,0
Commercial Building,Mixed Development,Large,170.32,N/A,0,N/A,0,N/A,2019,GoldPlus,Non-Residential Buildings NRB: 2015,"22,162",0,0%,0,N/A,1,0
Commercial Building,Office,Large,328.68,N/A,0,N/A,0,N/A,1981,N/A,N/A,"1,04,962",0,0%,0,N/A,14,0
Commercial Building,Office,Large,222.24,N/A,0,N/A,0,N/A,1989,N/A,N/A,"34,560",0,0%,0,N/A,1,0
Commercial Building,Office,Small,89.43,N/A,0,N/A,0,N/A,1973,N/A,N/A,"11,481",0,0%,0,N/A,1,0
Commercial Building,Retail,Large,416.07,N/A,0,N/A,0,N/A,2009,GoldPlus,Existing Building for Non-Residential buildings (version 3),"35,386",0,0%,0,N/A,11,0
Commercial Building,Retail,Large,403.35,N/A,0,N/A,0,N/A,1995,Platinum,Existing Building for Non-Residential buildings (version 3),"30,400",0,0%,0,N/A,1,0
Commercial Building,Retail,Large,542.34,N/A,0,N/A,0,N/A,1996,N/A,N/A,"21,615",0,0%,0,N/A,5,0
Commercial Building,Office,Large,153.6,N/A,0,N/A,0,N/A,2018,Platinum,New Building for Non-Residential buildings (version 4.1),"76,208",0,0%,0,N/A,0,0
Commercial Building,Mixed Development,Large,200.15,N/A,0,N/A,0,N/A,1972,Gold,Existing Building for Non-Residential buildings (version 2.1),"47,107",0,0%,0,N/A,6,0
Commercial Building,Hotel,Large,221.59,N/A,0,N/A,0,N/A,2013,Platinum,New Building for Non-Residential buildings (version 3),"20,331",0,0%,0,N/A,6,0
Commercial Building,Retail,Small,188.44,N/A,0,N/A,0,N/A,1990,N/A,N/A,"12,349",0,0%,0,N/A,23,0
Commercial Building,Office,Large,148.4,N/A,0,N/A,0,N/A,1996,Platinum,Existing Building for Non-Residential buildings (version 2.1),"32,148",0,0%,0,N/A,8,0
Commercial Building,Office,Large,32.55,N/A,0,N/A,0,N/A,2000,N/A,N/A,"91,069",0,0%,0,N/A,17,0
Commercial Building,Office,Large,116.01,N/A,0,N/A,0,N/A,2009,Gold,Existing Building for Non-Residential buildings (version 2.1),"18,565",0,0%,0,N/A,10,0
Commercial Building,Hotel,Large,153.17,N/A,0,N/A,0,N/A,2011,Gold,New Building for A/C buildings (version 2),"18,881",0,0%,0,N/A,10.1,0
Commercial Building,Office,Small,82.84,N/A,0,N/A,0,N/A,2014,Legislated,N/A,"7,043",0,0%,0,N/A,2,0
Commercial Building,Hotel,Small,120.42,N/A,0,N/A,0,N/A,2004,N/A,N/A,"9,336",0,0%,0,N/A,13,0
Commercial Building,Office,Small,259.8,N/A,0,N/A,0,N/A,1992,N/A,N/A,"3,181",0,0%,0,N/A,3,0
Commercial Building,Office,Small,147.07,N/A,0,N/A,0,N/A,2009,GoldPlus,Existing Building for Non-Residential buildings (version 2.1),"11,520",0,0%,0,N/A,9,0
Commercial Building,Retail,Large,399.37,N/A,0,N/A,0,N/A,1994,N/A,N/A,"24,000",0,0%,0,N/A,6,0
Commercial Building,Hotel,Large,146.9,N/A,0,N/A,0,N/A,1998,N/A,N/A,"17,068",0,0%,0,N/A,0,0
Commercial Building,Mixed Development,Large,76.25,N/A,0,N/A,0,N/A,2002,Gold,Existing Building for Non-Residential buildings (version 2.1),"53,582",0,0%,0,N/A,6,0
Commercial Building,Retail,Large,331.67,N/A,0,N/A,0,N/A,1998,Gold,Existing Building for Non-Residential buildings (version 2.1),"70,347",0,0%,0,N/A,16,0
Commercial Building,Hotel,Large,298.57,N/A,0,N/A,0,N/A,2007,GoldPlus,New Building (version 1),"30,850",0,0%,0,N/A,0,0
Commercial Building,Hotel,Large,221.09,N/A,0,N/A,0,N/A,1970,N/A,N/A,"23,500",0,0%,0,N/A,22,0
Commercial Building,Retail,Large,53.5,N/A,0,N/A,0,N/A,2014,Legislated,N/A,"1,19,287",0,0%,0,N/A,15,0
Commercial Building,Retail,Large,145.65,N/A,0,N/A,0,N/A,1973,N/A,N/A,"66,479",0,0%,0,N/A,16,0
Commercial Building,Office,Small,109.8,N/A,0,N/A,0,N/A,2009,N/A,N/A,"5,111",0,0%,0,N/A,4,0
Commercial Building,Office,Large,2043.55,N/A,0,N/A,0,N/A,1999,N/A,N/A,"38,349",0,0%,0,N/A,16,0
Commercial Building,Office,Large,170.33,N/A,0,N/A,0,N/A,1998,GoldPlus,Existing Building for Non-Residential buildings (version 3),"19,566",0,0%,0,N/A,0,0
Commercial Building,Hotel,Large,225.88,N/A,0,N/A,0,N/A,1994,Certified,Existing Non-Residental Buildings ENRB: 2017,"34,630",0,0%,0,N/A,7,0
Commercial Building,Office,Small,82.2,N/A,0,N/A,0,N/A,2010,Certified,New Building for A/C buildings (version 2),"5,901",0,0%,0,N/A,4,0
Commercial Building,Office,Small,192.21,N/A,0,N/A,0,N/A,1994,N/A,N/A,"7,526",0,0%,0,N/A,21,0
Commercial Building,Office,Small,167.29,N/A,0,N/A,0,N/A,2007,N/A,N/A,"9,374",0,0%,0,N/A,9,0
Commercial Building,Mixed Development,Large,127.61,N/A,0,N/A,0,N/A,1990,Platinum,Existing Building for Non-Residential buildings (version 3),"41,158",0,0%,0,N/A,4,0
Commercial Building,Office,Large,156.31,N/A,0,N/A,0,N/A,2014,Platinum,New Building for Non-Residential buildings (version 4),"82,003",0,0%,0,N/A,6,0
Commercial Building,Hotel,Small,326.76,N/A,0,N/A,0,N/A,2016,Platinum,New Building for Non-Residential buildings (version 4),"7,999",0,0%,0,N/A,5,0
Commercial Building,Office,Large,126.45,N/A,0,N/A,0,N/A,1999,Platinum,Existing Building for Non-Residential buildings (version 3),"19,765",0,0%,0,N/A,4,0
Commercial Building,Office,Small,132.69,N/A,0,N/A,0,N/A,2015,N/A,N/A,"5,973",0,0%,0,N/A,6,0
Commercial Building,Office,Small,196.61,N/A,0,N/A,0,N/A,2001,N/A,N/A,"11,015",0,0%,0,N/A,18,0
Commercial Building,Mixed Development,Small,191.18,N/A,0,N/A,0,N/A,2016,Legislated,N/A,"13,284",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,360.79,N/A,0,N/A,0,N/A,2014,Gold,New Building for Non-Residential buildings (version 4),"28,938",0,0%,0,N/A,7,0
Commercial Building,Mixed Development,Large,302.62,N/A,0,N/A,0,N/A,2014,Platinum,New Building for Non-Residential buildings (version 3),"48,324",0,0%,0,N/A,7,0
Commercial Building,Mixed Development,Large,365.25,N/A,0,N/A,0,N/A,2019,GoldPlus,New Building for Non-Residential buildings (version 4.1),"80,858",0,0%,0,N/A,2,0
Commercial Building,Retail,Large,144.9,N/A,0,N/A,0,N/A,1983,N/A,N/A,"18,841",0,0%,0,N/A,17,0
Commercial Building,Office,Large,121.2,N/A,0,N/A,0,N/A,2017,GoldPlus,New Building for Non-Residential buildings (version 4.1),"64,562",0,0%,0,N/A,3,0
Commercial Building,Retail,Large,123.41,N/A,0,N/A,0,N/A,1977,N/A,N/A,"47,750",0,0%,0,N/A,5,0
Healthcare Facility,Hospital,N/A,640,N/A,619,N/A,595,N/A,1981,N/A,N/A,"1,72,667","1,64,580",95%,0,Water Cooled Chilled Water Plant,23,1.48
Healthcare Facility,Hospital,N/A,392,N/A,416,N/A,407,N/A,1993,N/A,N/A,"42,243","42,243",100%,0,Water Cooled Chilled Water Plant,11,0
Healthcare Facility,Hospital,N/A,386,N/A,403,N/A,396,N/A,1979,N/A,N/A,"10,994","10,763",98%,0,Water Cooled Chilled Water Plant,10,0
Healthcare Facility,Hospital,N/A,332,N/A,355,N/A,365,N/A,1997,N/A,N/A,"1,24,686","81,768",66%,0,Water Cooled Chilled Water Plant,12,0.99
Healthcare Facility,Hospital,N/A,330,N/A,358,N/A,362,N/A,1999,Platinum,Existing Building (version 1),"1,79,917","1,48,371",82%,1200,Water Cooled Chilled Water Plant,24,0.8
Healthcare Facility,Hospital,N/A,361,N/A,358,N/A,349,N/A,2012,Platinum,New Building for Non-Residential buildings (version 3),"72,334","70,000",97%,333,Water Cooled Chilled Water Plant,10,0
Healthcare Facility,Hospital,N/A,350,N/A,347,N/A,344,N/A,1979,N/A,N/A,"55,097","54,958",100%,284,Water Cooled Chilled Water Plant,4,0
Healthcare Facility,Hospital,N/A,351,N/A,351,N/A,344,N/A,1998,N/A,N/A,"1,12,947","74,061",66%,0,Water Cooled Chilled Water Plant,12,0
Healthcare Facility,Hospital,N/A,328,N/A,327,N/A,320,N/A,2010,N/A,N/A,"1,03,534","63,491",61%,0,Water Cooled Chilled Water Plant,10,0
Healthcare Facility,Hospital,N/A,323,N/A,315,N/A,320,N/A,1975,Certified,Existing Building for Non-Residential buildings (version 3),"12,515","12,515",100%,0,Water Cooled Chilled Water Plant,4,0.75
Healthcare Facility,Hospital,N/A,306,N/A,323,N/A,310,N/A,1940,Platinum,New Non-Residential Buildings (NRB: 2015) (R3),"42,293","33,778",80%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Hospital,N/A,276,N/A,279,N/A,282,N/A,2017,Platinum,GM:2021 In Operation,"2,88,000","1,58,344",55%,0,Water Cooled Chilled Water Plant,6,0.6159
Healthcare Facility,Hospital,N/A,270,N/A,275,N/A,267,N/A,2001,Certified,Existing Building for Non-Residential buildings (version 3),"49,272","39,371",80%,0,Water Cooled Chilled Water Plant,6,0.65
Healthcare Facility,Hospital,N/A,264,N/A,257,N/A,250,N/A,2015,N/A,N/A,"1,86,357","1,30,612",70%,0,Water Cooled Chilled Water Plant,4,0
Healthcare Facility,Hospital,N/A,247,N/A,234,N/A,235,N/A,1993,Gold,New Building for Non-Residential buildings (version 4.1),"20,322","17,199",85%,0,Water Cooled Chilled Water Plant,7,0
Healthcare Facility,Hospital,N/A,226,N/A,159,N/A,151,N/A,2001,N/A,N/A,"10,847","3,210",30%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Hospital,N/A,316,N/A,320,N/A,50,N/A,1961,Certified,Healthcare Facilities (Version 1.0),"39,485","34,863",88%,0,Water Cooled Chilled Water Plant,6,0
Healthcare Facility,Hospital,N/A,0,N/A,0,N/A,0,N/A,1985,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"1,46,327","70,554",48%,0,Water Cooled Chilled Water Plant,5,0.64
Healthcare Facility,Specialist Clinic,N/A,609,N/A,608,N/A,585,N/A,1999,N/A,N/A,"16,621","14,934",90%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Specialist Clinic,N/A,476,N/A,481,N/A,478,N/A,2013,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"75,311","51,860",69%,0,Water Cooled Chilled Water Plant,9,0.68
Healthcare Facility,Specialist Clinic,N/A,509,N/A,363,N/A,371,N/A,2013,GoldPlus,New Building for Non-Residential buildings (version 3),"71,921","60,916",85%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Specialist Clinic,N/A,343,N/A,361,N/A,349,N/A,1990,N/A,N/A,"19,445","16,623",85%,0,Water Cooled Chilled Water Plant,22,0
Healthcare Facility,Specialist Clinic,N/A,310,N/A,317,N/A,313,N/A,2014,Platinum,Existing Non-Residential Buildings (RECERT 2017),"48,432","38,497",79%,0,Water-Cooled Package Units,0,0.65
Healthcare Facility,Specialist Clinic,N/A,308,N/A,295,N/A,288,N/A,1994,N/A,N/A,"10,767","10,766",100%,0,Water-Cooled Package Units,0,0
Healthcare Facility,Specialist Clinic,N/A,216,N/A,224,N/A,271,N/A,1988,N/A,N/A,"9,862","6,620",67%,0,Water Cooled Chilled Water Plant,26,0
Healthcare Facility,Specialist Clinic,N/A,228,N/A,245,N/A,254,N/A,2018,Platinum,New Building for Non-Residential buildings (version 4.1),"43,715","31,292",72%,0,Water Cooled Chilled Water Plant,5,0.58
Healthcare Facility,Specialist Clinic,N/A,214,N/A,229,N/A,224,N/A,1997,N/A,N/A,"13,558","9,848",73%,0,Water Cooled Chilled Water Plant,13,0
Healthcare Facility,Specialist Clinic,N/A,0,N/A,0,N/A,0,N/A,2014,N/A,N/A,"1,276",155,12%,18,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Specialist Clinic,N/A,0,N/A,0,N/A,0,N/A,2018,GoldPlus,Existing Non-Residential Buildings (RECERT 2017),"34,317","29,632",86%,0,Water Cooled Chilled Water Plant,5,0
Healthcare Facility,Specialist Clinic,N/A,0,N/A,0,N/A,0,N/A,2014,N/A,N/A,"1,276",970,76%,24,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Specialist Clinic,N/A,0,N/A,0,N/A,0,N/A,2003,N/A,N/A,"9,753","6,000",62%,94,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,220,N/A,227,N/A,231,N/A,2017,N/A,N/A,"8,750","6,610",76%,0,Water Cooled Chilled Water Plant,4,0.48
Healthcare Facility,Polyclinic/ Private Clinic,N/A,218,N/A,213,N/A,204,N/A,1999,N/A,N/A,"18,809","15,000",80%,0,Water Cooled Chilled Water Plant,8,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,177,N/A,181,N/A,181,N/A,1991,N/A,N/A,"5,561","2,120",38%,0,Others,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,161,N/A,174,N/A,177,N/A,1993,N/A,N/A,"6,304","3,206",51%,0,Others,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,154,N/A,151,N/A,160,N/A,1990,N/A,N/A,"5,592","5,592",100%,0,Others,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,189,N/A,168,N/A,158,N/A,2012,Platinum,Existing Non-Residental Buildings ENRB: 2017,"5,314","3,864",73%,0,Water Cooled Chilled Water Plant,0,0.531
Healthcare Facility,Polyclinic/ Private Clinic,N/A,158,N/A,161,N/A,156,N/A,1997,N/A,N/A,"6,415","2,925",46%,0,Others,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,152,N/A,151,N/A,141,N/A,1997,N/A,N/A,"5,434","2,200",40%,0,Others,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,128,N/A,139,N/A,139,N/A,1991,N/A,N/A,"6,497","2,806",43%,0,Others,0,0
Healthcare Facility,Polyclinic/ Private Clinic,N/A,136,N/A,139,N/A,137,N/A,2017,Platinum,Healthcare Facilities (Version 1.0),"7,750","4,306",56%,0,Water Cooled Chilled Water Plant,5,0.615
Healthcare Facility,Polyclinic/ Private Clinic,N/A,132,N/A,139,N/A,128,N/A,2013,N/A,N/A,"6,546","3,462",53%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,193,N/A,190,N/A,192,N/A,2005,N/A,N/A,"14,122","8,276",59%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,176,N/A,178,N/A,185,N/A,2008,N/A,N/A,"20,498","8,156",40%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,157,N/A,159,N/A,165,N/A,2015,Platinum,GM:2021 In Operation,"56,247","24,121",43%,0,Water Cooled Chilled Water Plant,7,0.59
Healthcare Facility,Community Hospital/ Nursing Home,N/A,157,N/A,153,N/A,152,N/A,2014,N/A,N/A,"6,243",970,16%,0,Others,0,0.42
Healthcare Facility,Community Hospital/ Nursing Home,N/A,144,N/A,142,N/A,149,N/A,1996,N/A,N/A,"12,527","3,700",30%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,143,N/A,129,N/A,134,N/A,2015,N/A,N/A,"8,652","1,225",14%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,134,N/A,129,N/A,133,N/A,2016,N/A,N/A,"5,500",593,11%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,123,N/A,125,N/A,130,N/A,2017,N/A,N/A,"7,528","1,138",15%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,116,N/A,116,N/A,128,N/A,1998,N/A,N/A,"6,455","3,000",46%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,138,N/A,127,N/A,120,N/A,2017,N/A,N/A,"8,178","9,998",122%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,117,N/A,115,N/A,118,N/A,2013,N/A,N/A,"9,092","1,198",13%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,116,N/A,115,N/A,117,N/A,2017,N/A,N/A,"22,856","13,713",60%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,110,N/A,111,N/A,111,N/A,2013,N/A,N/A,"6,334",441,7%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,106,N/A,100,N/A,110,N/A,1986,N/A,N/A,"6,056","1,602",26%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,105,N/A,107,N/A,108,N/A,2015,N/A,N/A,"7,307",632,9%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,93,N/A,93,N/A,94,N/A,2016,N/A,N/A,"12,900","1,489",12%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,97,N/A,88,N/A,93,N/A,2018,N/A,N/A,"10,833","1,164",11%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,92,N/A,88,N/A,89,N/A,2016,N/A,N/A,"10,992",1,0%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,100,N/A,97,N/A,88,N/A,1996,N/A,N/A,"15,431","1,416",9%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,92,N/A,90,N/A,88,N/A,2016,N/A,N/A,"9,520","1,900",20%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,78,N/A,86,N/A,88,N/A,1997,N/A,N/A,"12,110","1,699",14%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,90,N/A,91,N/A,87,N/A,1997,N/A,N/A,"5,400",700,13%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,82,N/A,84,N/A,85,N/A,2001,N/A,N/A,"8,832","1,297",15%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,85,N/A,84,N/A,85,N/A,2001,N/A,N/A,"7,250","1,421",20%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,78,N/A,78,N/A,84,N/A,1993,N/A,N/A,"1,71,698","31,200",18%,0,Air Cooled Chilled Water Plant,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,91,N/A,85,N/A,83,N/A,2002,N/A,N/A,"5,788","1,007",17%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,0,N/A,33,N/A,81,N/A,2021,N/A,N/A,"6,946",556,8%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,80,N/A,77,N/A,80,N/A,2017,N/A,N/A,"8,994",900,10%,0,Others,0,0
Healthcare Facility,Community Hospital/ Nursing Home,N/A,84,N/A,79,N/A,79,N/A,2014,N/A,N/A,"6,870",680,10%,0,Others,0,0
